layer,position,n_horizon,rho_pc1_horizon,rho_pc2_horizon,rho_pc3_horizon,rho_pc1_reward_ratio,rho_pc1_short_reward,rho_pc1_short_delay,rho_pc1_long_delay,evr_pc1,evr_pc2,evr_pc3,cum_evr_2,cum_evr_5,cum_evr_10,n_pc_horizon,evr_top10,rho_top10,n_choice,silhouette_choice_pc3,rho_pc1_p_short,ridge_r2_horizon
10,T8,3240,-0.024504569473406103,0.07207950363126826,0.03286465077698778,0.0010442243991086015,0.028345277152826774,-0.005951253542838105,0.04768191184285264,0.5567734241485596,0.22809289395809174,0.0993516594171524,0.7848663330078125,0.9197670817375183,0.9554193615913391,0,"[0.5568, 0.2281, 0.0994, 0.0193, 0.0162, 0.0115, 0.0075, 0.0067, 0.0059, 0.004]","[0.025, 0.072, 0.033, 0.02, 0.015, 0.066, 0.064, 0.065, 0.117, 0.233]",3000,-0.0026271934621036053,0.13889574719847883,
10,R0,3240,-0.050972518125641464,0.016904478663123862,0.013977652971029328,0.034096128537508104,0.018280304934344696,-0.07815808768666092,0.008921930138580338,0.7853757739067078,0.07931730151176453,0.06751648336648941,0.8646930456161499,0.9729400873184204,0.9886469841003418,0,"[0.7854, 0.0793, 0.0675, 0.0337, 0.0071, 0.0053, 0.0035, 0.003, 0.0023, 0.0017]","[0.051, 0.017, 0.014, 0.052, 0.064, 0.029, 0.033, 0.015, 0.241, 0.124]",3000,-0.0020143429283052683,0.05859844994900608,
10,R1,3240,0.011231698547609251,-0.07746342653924729,-0.015805218973714615,0.002943143900661197,-0.007246753450943745,-0.021168458616705983,-0.00672789559002337,0.7899727821350098,0.09092570096254349,0.04578183591365814,0.8808984756469727,0.9776802659034729,0.9909999966621399,0,"[0.79, 0.0909, 0.0458, 0.0318, 0.0192, 0.0053, 0.0026, 0.002, 0.0018, 0.0016]","[0.011, 0.077, 0.016, 0.028, 0.009, 0.007, 0.096, 0.045, 0.018, 0.127]",3000,-0.0009421315044164658,0.03743030677500389,
10,R2,3240,0.13257858836912964,0.002696964965695154,-0.02215257783226543,0.04979638294521736,0.0329017935721878,0.0985640039489276,-0.006986321062464456,0.759190559387207,0.08180512487888336,0.05286593735218048,0.8409956693649292,0.9657571911811829,0.9878431558609009,0,"[0.7592, 0.0818, 0.0529, 0.0398, 0.0321, 0.0135, 0.0034, 0.0022, 0.0016, 0.0014]","[0.133, 0.003, 0.022, 0.019, 0.029, 0.038, 0.073, 0.291, 0.081, 0.176]",3000,-0.003934886772185564,-0.09991330537670348,
10,R3,3240,-0.018631310976436062,-0.022176459522166556,-0.037864957608236216,-0.019580986647305097,-0.07704963424985582,-0.03682766229050332,-0.1239006961031625,0.3568660616874695,0.2546505331993103,0.2151561677455902,0.6115165948867798,0.9493696689605713,0.9894576668739319,0,"[0.3569, 0.2547, 0.2152, 0.109, 0.0137, 0.0125, 0.0089, 0.0081, 0.0057, 0.0048]","[0.019, 0.022, 0.038, 0.087, 0.02, 0.022, 0.053, 0.028, 0.029, 0.022]",3000,-0.01170643512159586,0.12752684587760554,
10,R4,3240,0.019549839169830767,-0.019292873137578624,-0.047524706218138486,0.01370264338265825,0.06250991593115605,0.0635840550484375,0.08544089814728427,0.4584123492240906,0.21686016023159027,0.11843288689851761,0.675272524356842,0.9288069605827332,0.9842894077301025,0,"[0.4584, 0.2169, 0.1184, 0.1, 0.0351, 0.0214, 0.0147, 0.0098, 0.006, 0.0036]","[0.02, 0.019, 0.048, 0.014, 0.008, 0.045, 0.017, 0.014, 0.026, 0.033]",3000,-0.01453972514718771,-0.17265959227146818,
10,R5,3240,0.046518899667985655,0.04628069324633566,0.0642790671608648,-0.030672932674838952,0.041117996709461826,0.07180092289104312,0.11090029147569591,0.45441707968711853,0.19028164446353912,0.13033387064933777,0.6446987390518188,0.9220177531242371,0.9767218828201294,0,"[0.4544, 0.1903, 0.1303, 0.0975, 0.0495, 0.0173, 0.0153, 0.0103, 0.007, 0.0049]","[0.047, 0.046, 0.064, 0.037, 0.033, 0.015, 0.009, 0.041, 0.085, 0.009]",3000,-0.016446059569716454,-0.2248400013250891,
10,R6,3240,0.03407464235358936,-0.08864840382965464,0.009239754450826426,-0.02472224771023702,-0.042607107976902,-0.05813598098761203,-0.03728020248386392,0.680138349533081,0.09551742672920227,0.05103421211242676,0.7756557464599609,0.8892388343811035,0.95467209815979,0,"[0.6801, 0.0955, 0.051, 0.0394, 0.0232, 0.0179, 0.0165, 0.0143, 0.0093, 0.0075]","[0.034, 0.089, 0.009, 0.022, 0.003, 0.075, 0.082, 0.04, 0.003, 0.035]",3000,-0.016009557992219925,0.09448672108116161,
10,R7,3240,-0.04743451743517236,0.06084053166177022,0.09625564965497468,0.000628936506615684,0.028060876956761314,0.06029834793059709,0.048077802915738224,0.47099068760871887,0.10496990382671356,0.07568114995956421,0.5759605765342712,0.7545909881591797,0.8860623836517334,0,"[0.471, 0.105, 0.0757, 0.0575, 0.0454, 0.0374, 0.0303, 0.0247, 0.0237, 0.0154]","[0.047, 0.061, 0.096, 0.038, 0.009, 0.011, 0.019, 0.032, 0.04, 0.055]",3000,-0.009736498817801476,-0.10610797363789722,
11,T0,3240,-0.06241841573646493,0.041179359025222795,-0.03020780589936724,-0.06915479588527103,-0.12849600470005415,0.018406490228011295,-0.04875498907648952,0.711173951625824,0.2080938071012497,0.022586483508348465,0.9192677736282349,0.9581825137138367,0.9766262769699097,0,"[0.7112, 0.2081, 0.0226, 0.0092, 0.0071, 0.0048, 0.0044, 0.0036, 0.0028, 0.0027]","[0.062, 0.041, 0.03, 0.056, 0.036, 0.105, 0.037, 0.059, 0.124, 0.03]",3000,-0.0034667765721678734,-0.032839819887121695,
11,T1,3240,0.05886575304804148,0.0756238489754715,0.06884947898386139,-0.0016262014554025788,0.08416793200997989,-0.0413807893084522,0.1356364197468905,0.5798228979110718,0.3366296887397766,0.028675822541117668,0.9164525866508484,0.9661709666252136,0.9819089770317078,0,"[0.5798, 0.3366, 0.0287, 0.0134, 0.0077, 0.0047, 0.0034, 0.0029, 0.0025, 0.0022]","[0.059, 0.076, 0.069, 0.048, 0.082, 0.191, 0.094, 0.184, 0.15, 0.127]",3000,-0.005444501060992479,0.08794775880345738,
11,T2,3240,0.027647322850443683,-0.005152423830101651,0.011132341329927554,-0.07789196443546369,-0.1653722983878006,0.01943278592228652,-0.046254188333777056,0.42580536007881165,0.23175400495529175,0.17895008623600006,0.6575593948364258,0.8831459283828735,0.9290565252304077,0,"[0.4258, 0.2318, 0.179, 0.0264, 0.0202, 0.0147, 0.0102, 0.0087, 0.0064, 0.006]","[0.028, 0.005, 0.011, 0.007, 0.044, 0.023, 0.021, 0.015, 0.136, 0.026]",3000,-0.005248269531875849,-0.09853942427605605,
11,T3,3240,0.058768711822582906,0.024692171051455693,0.04215312576688904,-0.02835194952860763,-0.057421389651198605,0.0315315567041058,-0.026497372412864796,0.5715490579605103,0.31275317072868347,0.05073032155632973,0.8843022584915161,0.9567967653274536,0.9771986603736877,0,"[0.5715, 0.3128, 0.0507, 0.0121, 0.0097, 0.0069, 0.005, 0.0034, 0.0028, 0.0022]","[0.059, 0.025, 0.042, 0.081, 0.025, 0.059, 0.037, 0.023, 0.084, 0.111]",3000,-0.003163869958370924,-0.12843856548802887,
11,T4,3240,-0.06620577804436309,0.009664891881932298,-0.015492764929344567,0.026740127454454334,0.03178360833726226,-0.0024774677127811164,0.011582206528711659,0.6718382239341736,0.21994173526763916,0.0543614961206913,0.8917799592018127,0.9640942811965942,0.9805758595466614,0,"[0.6718, 0.2199, 0.0544, 0.0096, 0.0084, 0.0057, 0.0037, 0.0029, 0.0023, 0.0019]","[0.066, 0.01, 0.015, 0.151, 0.125, 0.065, 0.08, 0.13, 0.114, 0.048]",3000,-0.0011159145506098866,0.12494348921443629,
11,T5,3240,0.04149799844700492,-0.09134441513952668,-0.06782466154883891,-0.020399640747975935,-0.0405192118867443,-0.00187294204630837,0.020991862068845357,0.37881460785865784,0.19411318004131317,0.15126493573188782,0.5729277729988098,0.8048057556152344,0.8774048686027527,1,"[0.3788, 0.1941, 0.1513, 0.0487, 0.0319, 0.0191, 0.0189, 0.0136, 0.0109, 0.0101]","[0.041, 0.091, 0.068, 0.137, 0.331, 0.151, 0.181, 0.143, 0.1, 0.144]",3000,0.005401224363595247,-0.06811883916304007,
11,T6,3240,0.021429177718422718,0.032338289562102454,0.040088137145002506,0.014762795816537926,0.0084727695224559,0.02068576064777825,-0.03765004619346282,0.5517200231552124,0.286227822303772,0.07548707723617554,0.8379478454589844,0.9432342648506165,0.969258189201355,0,"[0.5517, 0.2862, 0.0755, 0.0174, 0.0124, 0.0089, 0.0062, 0.0038, 0.0038, 0.0033]","[0.021, 0.032, 0.04, 0.046, 0.116, 0.162, 0.092, 0.149, 0.162, 0.226]",3000,-0.0003481303865555674,-0.15724173417874637,
11,T7,3240,-0.023851135351517963,0.011620155343240205,0.011731163223954504,0.051432859930387174,0.04537561394923334,0.014761771835702674,0.018191009466333986,0.4000837802886963,0.23314239084720612,0.1688833087682724,0.6332261562347412,0.8571767210960388,0.9175155162811279,0,"[0.4001, 0.2331, 0.1689, 0.0314, 0.0237, 0.0174, 0.0137, 0.0113, 0.0099, 0.008]","[0.024, 0.012, 0.012, 0.045, 0.04, 0.033, 0.058, 0.007, 0.046, 0.077]",3000,-0.002146196784451604,0.11164785030869755,
11,T8,3240,-0.02441293692388093,0.06079213839117274,0.017020635130944515,0.03202584142354957,0.058100010285493546,-0.002785876081530918,0.04556424501028207,0.5919501185417175,0.21062055230140686,0.09173201024532318,0.8025707006454468,0.9291279315948486,0.9601719379425049,0,"[0.592, 0.2106, 0.0917, 0.0201, 0.0147, 0.0099, 0.0067, 0.0059, 0.0051, 0.0035]","[0.024, 0.061, 0.017, 0.004, 0.034, 0.064, 0.092, 0.079, 0.08, 0.237]",3000,-0.001586240716278553,0.11522167812281381,
11,R0,3240,-0.09144589379942061,0.015234507326701842,0.016237909442401912,0.030853192826874078,0.010907120577869413,-0.10385212972687123,-0.013845663146526514,0.7748299837112427,0.08147422969341278,0.06817556172609329,0.8563042283058167,0.9705411195755005,0.9884491562843323,0,"[0.7748, 0.0815, 0.0682, 0.0364, 0.0096, 0.0064, 0.0039, 0.0033, 0.0024, 0.002]","[0.091, 0.015, 0.016, 0.07, 0.032, 0.037, 0.005, 0.071, 0.172, 0.026]",3000,-0.0029884325340390205,0.058820472404803495,
11,R1,3240,0.0055008277925245,-0.07197172999243728,-0.016498557342231407,-0.0007782788553832413,0.008840832609673848,-0.05555680397108282,-0.0010213901782020684,0.7941675782203674,0.08870482444763184,0.04633541405200958,0.8828724026679993,0.9786725044250488,0.9914167523384094,0,"[0.7942, 0.0887, 0.0463, 0.0308, 0.0187, 0.0051, 0.0025, 0.0019, 0.0017, 0.0015]","[0.006, 0.072, 0.016, 0.03, 0.006, 0.019, 0.092, 0.002, 0.023, 0.055]",3000,-0.0010897023603320122,0.027537565626917507,
11,R2,3240,0.07964226631998708,-0.0024446786721334193,0.028215389431843055,-0.026922767395944378,-0.08269646643570787,0.08607602803936228,-0.04548805462961809,0.7678691744804382,0.07606932520866394,0.04574724659323692,0.8439384698867798,0.9629196524620056,0.9878019690513611,0,"[0.7679, 0.0761, 0.0457, 0.0431, 0.0301, 0.0158, 0.0041, 0.0018, 0.0017, 0.0014]","[0.08, 0.002, 0.028, 0.01, 0.018, 0.036, 0.061, 0.193, 0.043, 0.073]",3000,-0.0037671884056180716,-0.06572448555823979,
11,R3,3240,0.008749941155475751,-0.0275123147408413,-0.05914066482220306,-0.03016355054791479,-0.0638389009266099,-0.04555580920471258,-0.09420834557730992,0.360215961933136,0.2554043233394623,0.2062319964170456,0.6156202554702759,0.9488256573677063,0.9893548488616943,0,"[0.3602, 0.2554, 0.2062, 0.112, 0.015, 0.0144, 0.0086, 0.0075, 0.0054, 0.0047]","[0.009, 0.028, 0.059, 0.108, 0.008, 0.038, 0.066, 0.03, 0.042, 0.025]",3000,-0.011653079651296139,0.13240835445043903,
11,R4,3240,0.016979078392009024,-0.0011825324063768584,-0.03467153395005984,0.0014840861353656505,0.05349626692045386,0.06512090355623663,0.08331172945666665,0.464051753282547,0.21044759452342987,0.10745903104543686,0.6744993329048157,0.9273374080657959,0.9840292930603027,0,"[0.4641, 0.2104, 0.1075, 0.0978, 0.0476, 0.0197, 0.0155, 0.0114, 0.0062, 0.0038]","[0.017, 0.001, 0.035, 0.097, 0.01, 0.009, 0.006, 0.036, 0.013, 0.014]",3000,-0.013575414195656776,-0.17031205305861888,
11,R5,3240,0.030693809960131352,-0.04319418866567302,-0.04281067699048899,-0.019877599985279524,0.0428282218079643,0.06210475583406548,0.11186167798868724,0.464392751455307,0.17864960432052612,0.13366058468818665,0.6430423259735107,0.913703978061676,0.9747063517570496,0,"[0.4644, 0.1786, 0.1337, 0.0933, 0.0437, 0.0195, 0.017, 0.0118, 0.0068, 0.0059]","[0.031, 0.043, 0.043, 0.043, 0.038, 0.044, 0.003, 0.033, 0.007, 0.015]",3000,-0.016325155273079872,-0.20794179545505304,
11,R6,3240,0.030480790953534093,-0.08202795375126809,0.016839238395454505,-0.02938793394917119,-0.0533576262496244,-0.04941435136449317,-0.04442205063712453,0.6557486057281494,0.10080746561288834,0.055871766060590744,0.7565560936927795,0.8883130550384521,0.9543312191963196,0,"[0.6557, 0.1008, 0.0559, 0.045, 0.0309, 0.0203, 0.0159, 0.0137, 0.0088, 0.0073]","[0.03, 0.082, 0.017, 0.03, 0.066, 0.046, 0.091, 0.018, 0.009, 0.03]",3000,-0.016992870718240738,0.09464817195033663,
11,R7,3240,-0.03487876744581069,0.047966595207765916,-0.09544776654951331,0.02180436595190035,0.06044728093827189,0.05480479947485963,0.05510373609874168,0.49807408452033997,0.10183864086866379,0.06764580309391022,0.599912703037262,0.7648341059684753,0.8891704082489014,0,"[0.4981, 0.1018, 0.0676, 0.0559, 0.0413, 0.0379, 0.0286, 0.0234, 0.0208, 0.0136]","[0.035, 0.048, 0.095, 0.055, 0.0, 0.011, 0.024, 0.029, 0.02, 0.052]",3000,-0.012820017524063587,-0.13264321753378022,
12,T0,3240,-0.09196767429049942,0.019468905429883436,-0.03328534732294567,-0.0457250076551965,-0.11896701767356146,0.021080991178986982,-0.09884142024539458,0.689193606376648,0.230291947722435,0.021497219800949097,0.9194855690002441,0.9584565758705139,0.9761109352111816,0,"[0.6892, 0.2303, 0.0215, 0.0089, 0.0085, 0.0052, 0.0038, 0.0033, 0.0028, 0.0025]","[0.092, 0.019, 0.033, 0.057, 0.031, 0.082, 0.022, 0.047, 0.126, 0.028]",3000,-0.004654784221202135,-0.005566452546566724,
12,T1,3240,-0.10152268534872332,0.08033515348509897,0.09980246834321506,0.01239036637192166,-0.04108720630340303,-0.05293343432268103,-0.13808016637191342,0.6274852752685547,0.27554211020469666,0.03075730986893177,0.9030274152755737,0.9604602456092834,0.9774434566497803,0,"[0.6275, 0.2755, 0.0308, 0.0172, 0.0094, 0.0049, 0.0036, 0.0032, 0.0027, 0.0025]","[0.102, 0.08, 0.1, 0.05, 0.031, 0.149, 0.178, 0.205, 0.14, 0.175]",3000,-0.004535088315606117,0.0004991291802127732,
12,T2,3240,-0.013194615879545197,-0.020900580132680483,0.1118043041574486,-0.03304052460866292,-0.04825772847146242,0.0493029665057541,-0.04948249561052743,0.3640199303627014,0.2511085569858551,0.1651347279548645,0.6151285171508789,0.8298486471176147,0.894943356513977,2,"[0.364, 0.2511, 0.1651, 0.0287, 0.0209, 0.0184, 0.0137, 0.0135, 0.0108, 0.0086]","[0.013, 0.021, 0.112, 0.126, 0.133, 0.05, 0.439, 0.464, 0.115, 0.129]",3000,0.000912560848519206,-0.11664664584909343,
12,T3,3240,0.06402959754648047,-0.035872426131016606,0.04508626601696942,-0.019796252080354987,-0.033465806101069015,0.02399060370247639,-0.017558783067556236,0.5691272020339966,0.314238965511322,0.04977557063102722,0.8833661675453186,0.9559455513954163,0.9764665961265564,0,"[0.5691, 0.3142, 0.0498, 0.0125, 0.0103, 0.0068, 0.0056, 0.0033, 0.0028, 0.002]","[0.064, 0.036, 0.045, 0.074, 0.029, 0.033, 0.06, 0.016, 0.13, 0.124]",3000,-0.0030658810865134,-0.12797946164694576,
12,T4,3240,0.06598363135655069,0.01906962950066498,-0.01782599516784809,-0.027612494033316788,-0.02750367046244864,0.002284593457462365,-0.011333864386732164,0.6583788394927979,0.22793588042259216,0.05754263326525688,0.8863147497177124,0.9621695876121521,0.9790141582489014,0,"[0.6584, 0.2279, 0.0575, 0.01, 0.0083, 0.0057, 0.0039, 0.0029, 0.0024, 0.002]","[0.066, 0.019, 0.018, 0.118, 0.124, 0.07, 0.043, 0.147, 0.114, 0.048]",3000,-0.0008765249513089657,-0.12735404954655796,
12,T5,3240,0.04086772945100775,-0.10921408664779125,0.06595890219930797,-0.02086918329798153,-0.04334288912514201,0.0005138190394617244,0.021898463877679984,0.38796648383140564,0.1984338015317917,0.14718785881996155,0.5864002704620361,0.8094711303710938,0.8803120851516724,1,"[0.388, 0.1984, 0.1472, 0.0467, 0.0292, 0.0189, 0.0183, 0.0131, 0.0106, 0.01]","[0.041, 0.109, 0.066, 0.149, 0.334, 0.123, 0.23, 0.111, 0.013, 0.163]",3000,0.00561075983569026,-0.06950081979789073,
